ROWNUM XCOUNT ODATE OYEAR OMONTH ODAY ODAYNUM NCOUNT NDNUM FLAG NDATE NDAY NMONTH NYEAR
458 37120574 2014-12-22 2014 12 22 630 37120574 630 r 2014-12-22 22 12 2014
459 37319847 2014-12-23 2014 12 23 631 37319847 631 r 2014-12-23 23 12 2014
460 38053560 2014-12-25 2014 12 25 633 37948316 632 i 2014-12-24 24 12 2014
460 38053560 2014-12-25 2014 12 25 633 38053560 633 r 2014-12-25 25 12 2014
461 38565004 2014-12-26 2014 12 26 634 38565004 634 r 2014-12-26 26 12 2014
462 32834064 2014-12-28 2014 12 28 636 38749607 635 i 2014-12-27 27 12 2014
462 32834064 2014-12-28 2014 12 28 636 32834064 636 r 2014-12-28 28 12 2014
463 45024701 2015-01-01 2015 1 1 640 39556970 637 i 2014-12-29 29 12 2014
463 45024701 2015-01-01 2015 1 1 640 39556970 638 i 2014-12-30 30 12 2014
463 45024701 2015-01-01 2015 1 1 640 39556970 639 i 2014-12-31 31 12 2014
463 45024701 2015-01-01 2015 1 1 640 45024701 640 r 2015-01-01 01 01 2015
464 40700471 2015-01-02 2015 1 2 641 40700471 641 r 2015-01-02 02 01 2015
465 42164020 2015-01-03 2015 1 3 642 42164020 642 r 2015-01-03 03 01 2015
466 43690524 2015-01-04 2015 1 4 643 43690524 643 r 2015-01-04 04 01 2015
467 52856934 2015-01-06 2015 1 6 645 43747294 644 i 2015-01-05 05 01 2015
467 52856934 2015-01-06 2015 1 6 645 52856934 645 r 2015-01-06 06 01 2015
468 40808998 2015-01-07 2015 1 7 646 40808998 646 r 2015-01-07 07 01 2015
469 42262820 2015-01-08 2015 1 8 647 42262820 647 r 2015-01-08 08 01 2015
470 48981531 2015-01-09 2015 1 9 648 48981531 648 r 2015-01-09 09 01 2015
471 40698340 2015-01-10 2015 1 10 649 40698340 649 r 2015-01-10 10 01 2015
472 43973094 2015-01-12 2015 1 12 651 42845122 650 i 2015-01-11 11 01 2015
472 43973094 2015-01-12 2015 1 12 651 43973094 651 r 2015-01-12 12 01 2015
473 42237089 2015-01-13 2015 1 13 652 42237089 652 r 2015-01-13 13 01 2015
474 38917858 2015-01-15 2015 1 15 654 42263879 653 i 2015-01-14 14 01 2015
474 38917858 2015-01-15 2015 1 15 654 38917858 654 r 2015-01-15 15 01 2015
475 47497454 2015-01-16 2015 1 16 655 47497454 655 r 2015-01-16 16 01 2015
476 40259441 2015-01-18 2015 1 18 657 42977553 656 i 2015-01-17 17 01 2015
476 40259441 2015-01-18 2015 1 18 657 40259441 657 r 2015-01-18 18 01 2015
477 46576923 2015-01-19 2015 1 19 658 46576923 658 r 2015-01-19 19 01 2015
478 42376557 2015-01-20 2015 1 20 659 42376557 659 r 2015-01-20 20 01 2015
479 47369283 2015-01-21 2015 1 21 660 47369283 660 r 2015-01-21 21 01 2015
480 40631073 2015-01-22 2015 1 22 661 40631073 661 r 2015-01-22 22 01 2015
481 41304725 2015-01-23 2015 1 23 662 41304725 662 r 2015-01-23 23 01 2015
482 41897726 2015-01-25 2015 1 25 664 41866331 663 i 2015-01-24 24 01 2015
482 41897726 2015-01-25 2015 1 25 664 41897726 664 r 2015-01-25 25 01 2015
483 43432957 2015-01-26 2015 1 26 665 43432957 665 r 2015-01-26 26 01 2015
484 36562225 2015-01-28 2015 1 28 667 42913146 666 i 2015-01-27 27 01 2015
484 36562225 2015-01-28 2015 1 28 667 36562225 667 r 2015-01-28 28 01 2015
485 49656657 2015-02-01 2015 2 1 671 43823812 668 i 2015-01-29 29 01 2015
485 49656657 2015-02-01 2015 2 1 671 43823812 669 i 2015-01-30 30 01 2015
485 49656657 2015-02-01 2015 2 1 671 43823812 670 i 2015-01-31 31 01 2015
485 49656657 2015-02-01 2015 2 1 671 49656657 671 r 2015-02-01 01 02 2015
486 44624591 2015-02-02 2015 2 2 672 44624591 672 r 2015-02-02 02 02 2015
487 46768720 2015-02-03 2015 2 3 673 46768720 673 r 2015-02-03 03 02 2015
488 47848051 2015-02-04 2015 2 4 674 47848051 674 r 2015-02-04 04 02 2015
489 57969835 2015-02-06 2015 2 6 676 48044258 675 i 2015-02-05 05 02 2015
489 57969835 2015-02-06 2015 2 6 676 57969835 676 r 2015-02-06 06 02 2015
490 45141626 2015-02-07 2015 2 7 677 45141626 677 r 2015-02-07 07 02 2015
491 45912725 2015-02-08 2015 2 8 678 45912725 678 r 2015-02-08 08 02 2015
492 53028687 2015-02-09 2015 2 9 679 53028687 679 r 2015-02-09 09 02 2015
493 44533634 2015-02-10 2015 2 10 680 44533634 680 r 2015-02-10 10 02 2015
494 48587806 2015-02-12 2015 2 12 682 46725253 681 i 2015-02-11 11 02 2015
494 48587806 2015-02-12 2015 2 12 682 48587806 682 r 2015-02-12 12 02 2015
495 46021179 2015-02-13 2015 2 13 683 46021179 683 r 2015-02-13 13 02 2015
496 42267487 2015-02-15 2015 2 15 685 46232698 684 i 2015-02-14 14 02 2015
496 42267487 2015-02-15 2015 2 15 685 42267487 685 r 2015-02-15 15 02 2015
497 51395113 2015-02-16 2015 2 16 686 51395113 686 r 2015-02-16 16 02 2015
498 44590970 2015-02-18 2015 2 18 688 47291271 687 i 2015-02-17 17 02 2015
498 44590970 2015-02-18 2015 2 18 688 44590970 688 r 2015-02-18 18 02 2015
499 52210774 2015-02-19 2015 2 19 689 52210774 689 r 2015-02-19 19 02 2015
500 47262104 2015-02-20 2015 2 20 690 47262104 690 r 2015-02-20 20 02 2015
501 52513128 2015-02-21 2015 2 21 691 52513128 691 r 2015-02-21 21 02 2015
502 45219129 2015-02-22 2015 2 22 692 45219129 692 r 2015-02-22 22 02 2015
503 45695330 2015-02-23 2015 2 23 693 45695330 693 r 2015-02-23 23 02 2015
504 45557103 2015-02-25 2015 2 25 695 46226783 694 i 2015-02-24 24 02 2015
504 45557103 2015-02-25 2015 2 25 695 45557103 695 r 2015-02-25 25 02 2015
505 47995472 2015-02-26 2015 2 26 696 47995472 696 r 2015-02-26 26 02 2015
506 40380539 2015-02-28 2015 2 28 698 44907111 697 i 2015-02-27 27 02 2015
506 40380539 2015-02-28 2015 2 28 698 40380539 698 r 2015-02-28 28 02 2015
