i	DJIA_DAY(i)=(high(i)-low(i))*vol(i) [$ in billions]
3320	387.3817562
3321	475.6499459
3322	521.2126349
3323	311.5134719
3324	285.4164926
3325	252.1355634
3326	379.8684519
3327	322.3051016
3328	230.6855098
3329	262.1506378
3330	409.445067
3331	122.287873
3332	365.1355858
3333	495.0493859
3334	343.5400401
3335	407.3686305
3336	188.9505241
3337	82.60691665
3338	308.6260331
3339	327.9112258
3340	404.694678
3341	428.6752433
3342	285.8267469
3343	364.6916919
3344	310.2365605
3345	376.0937475
3346	361.4670861
3347	286.8707585
3348	281.1822544
3349	497.960687
3350	357.7225496
3351	395.6898759
3352	380.8320732
3353	416.0072724
3354	300.941124
3355	325.6566649
3356	268.9412804
3357	44.25758185
3358	312.4535333
3359	153.1455081
3360	169.9832969
3361	182.213009
3362	608.5496616
3363	436.1079237
3364	374.3450108
3365	390.8868912
3366	339.6999122
3367	359.5928221
3368	383.272435
3369	352.4123957
3370	318.0904931
3371	296.1271313
3372	349.652144
3373	411.4263214
3374	719.6199545
3375	397.835364
3376	470.2478441
3377	569.8124947
3378	337.7571032
3379	583.1782749
3380	97.40408842
3381	440.7232889
3382	482.7437152
3383	480.685908
3384	410.6380539
3385	304.3090865
3386	432.6197722
3387	454.8630426
3388	494.7085728
3389	423.9798659
3390	292.9231664
3391	482.5170785
3392	406.458937
3393	352.3131627
3394	305.107349
3395	360.89088
3396	210.6149556
3397	322.8322648
3398	144.8211128
3399	280.0213723
3400	398.7075316
3401	358.251264
3402	347.2469213
3403	391.8799619
3404	421.6071221
3405	333.3126162
3406	438.7883123
3407	362.8128402
3408	375.8081782
3409	285.8504609
3410	348.0238497
3411	369.2876397
3412	340.9159266
3413	106.3446489
3414	281.5005852
3415	377.4646958
3416	321.8616275
3417	308.2540784
3418	362.8669225
3419	245.3704291
3420	387.3030481
3421	356.8779693
3422	323.4411776
3423	357.180202
3424	463.774176
3425	376.141178
3426	359.3245648
3427	357.6076863
3428	333.5492225
3429	243.5734392
3430	453.2523372
3431	274.8807185
3432	297.8670286
3433	333.266502
3434	618.4674281
3435	484.4450303
3436	522.5617273
3437	467.8787996
3438	367.7802293
3439	445.5183686
3440	432.0894368
3441	679.1701662
3442	447.2495907
3443	420.7793485
3444	202.2520072
3445	393.7997564
3446	353.4355883
3447	402.8221592
3448	346.4668805
3449	320.5085729
3450	370.7944792
3451	533.7456768
3452	550.6754971
3453	531.0996733
3454	443.3101027
3455	772.9559395
3456	519.9570595
3457	729.5302025
3458	373.9958479
3459	485.0715064
3460	782.32697
3461	399.971115
3462	275.6040537
3463	447.3158446
3464	472.1510208
3465	414.1136736
3466	393.0423533
3467	541.8377975
3468	674.9789865
3469	554.535329
3470	1084.399764
3471	382.5349421
3472	453.2443968
3473	771.1738306
3474	314.1291445
3475	725.8157915
3476	169.0909396
3477	534.5525648
3478	382.8392802
3479	504.0753975
3480	371.4203165
3481	334.5642322
3482	285.5629409
3483	315.8407329
3484	327.526212
3485	657.147387
3486	575.6044621
3487	146.0290062
3488	336.7333495
3489	370.5292754
3490	372.380498
3491	156.4717543
3492	459.8360511
3493	467.5309709
3494	571.1921712
3495	563.0214844
3496	407.5388637
3497	517.8667758
3498	652.3119884
3499	502.6108893
3500	587.1931678
3501	526.4906789
3502	342.7461774
3503	588.7102322
3504	568.3092128
3505	446.3267921
3506	370.5733232
3507	441.6632709
3508	272.71894
3509	554.5008742
3510	513.3566678
3511	309.140144
3512	495.7709322
3513	642.8321925
3514	428.5747322
3515	157.3964833
3516	409.0955568
3517	404.3127965
3518	423.8797974
3519	181.4254991
3520	333.9070073
3521	104.0590422
3522	280.3557265
3523	295.5640161
3524	296.8060032
3525	219.1700436
3526	312.5419127
3527	369.5415913
3528	294.5962493
3529	245.2971082
3530	171.5175291
3531	312.7738816
3532	172.6899703
3533	394.8595735
3534	326.5881144
3535	433.5622531
3536	323.5720267
3537	472.3304467
3538	124.7792437
3539	501.4830968
3540	139.016537
3541	371.466372
3542	421.3612603
3543	540.2805135
3544	356.983344
3545	352.9545552
3546	551.2447469
3547	494.4418014
3548	358.3302065
3549	319.0076998
3550	355.0798699
3551	499.4632331
3552	679.9561664
3553	134.6077303
3554	448.3118814
3555	317.6968668
3556	361.7435585
3557	365.2424707
3558	269.0857456
3559	366.6776161
3560	0.2007824
3561	441.8909724
3562	553.3577941
3563	447.7027514
3564	520.5415131
3565	587.7131032
3566	508.2314072
3567	574.4635487
3568	553.3905463
3569	437.4565788
3570	185.1762053
3571	486.6620714
3572	529.5599316
3573	347.6022174
3574	402.4736776
3575	438.8615449
3576	460.682769
3577	512.1283683
3578	591.8979298
3579	226.8901203
3580	189.3083598
3581	634.166249
3582	480.44278
3583	485.9590364
3584	175.4245329
3585	363.5683219
3586	455.6007322
3587	369.4683113
3588	101.2464074
3589	608.1515115
3590	198.9843466
3591	455.9049678
3592	795.9577796
3593	612.7983974
3594	554.9238177
3595	496.9353752
3596	411.3265104
3597	447.8741136
3598	216.8348738
3599	353.1483829
3600	474.6891706
	378.6533078
	549.5432233
	513.5678167
	445.4182072
