i	RTT-Clipped(i)
3052	71.60578974
3053	-77.60578974
3054	33.28613353
3055	-39.28613353
3056	66.46711357
3057	-72.46711357
3058	57.43556589
3059	-63.43556589
3060	17.89279565
3061	-23.89279565
3062	5.357430737
3063	-11.35743074
3064	72.70720281
3065	-78.70720281
3066	67.73534386
3067	-73.73534386
3068	57.15513685
3069	-63.15513685
3070	39.96794044
3071	-45.96794044
3072	69.68171947
3073	-75.68171947
3074	11.50076324
3075	-17.50076324
3076	35.31707417
3077	-41.31707417
3078	53.116716
3079	-59.116716
3080	17.16620488
3081	-23.16620488
3082	19.43344714
3083	-25.43344714
3084	95.28178992
3085	-101.2817899
3086	-0.640633156
3087	-5.359366844
3088	14.87679673
3089	-20.87679673
3090	66.07947519
3091	-72.07947519
3092	88.16073066
3093	-94.16073066
3094	53.61982472
3095	-59.61982472
3096	32.28645964
3097	-38.28645964
3098	76.68994072
3099	-82.68994072
3100	67.76289212
3101	-73.76289212
3102	69.27643769
3103	-75.27643769
3104	-1.673313829
3105	-4.326686171
3106	62.40380749
3107	-68.40380749
3108	43.05776228
3109	-49.05776228
3110	59.00529628
3111	-65.00529628
3112	23.27266258
3113	-29.27266258
3114	55.62556866
3115	-61.62556866
3116	44.18049014
3117	-50.18049014
3118	74.21217282
3119	-80.21217282
3120	79.67047425
3121	-85.67047425
3122	21.96118678
3123	-27.96118678
3124	66.52948589
3125	-72.52948589
3126	63.20085632
3127	-69.20085632
3128	84.01118899
3129	-90.01118899
3130	43.27790009
3131	-49.27790009
3132	93.65860141
3133	-99.65860141
3134	84.98873539
3135	-90.98873539
3136	83.15017249
3137	-89.15017249
3138	46.87726594
3139	-52.87726594
3140	68.50053577
3141	-74.50053577
3142	12.50807877
3143	-18.50807877
3144	95.84224698
3145	-101.842247
3146	68.09699837
3147	-74.09699837
3148	-2.334602655
3149	-3.665397345
3150	45.93603119
3151	-51.93603119
3152	56.26608428
3153	-62.26608428
3154	47.44544712
3155	-53.44544712
3156	95.18580334
3157	-101.1858033
3158	68.31516821
3159	-74.31516821
3160	86.55192956
3161	-92.55192956
3162	88.07334036
3163	-94.07334036
3164	78.64655241
3165	-84.64655241
3166	96.99601846
3167	-102.9960185
3168	62.80194022
3169	-68.80194022
3170	23.13431713
3171	-29.13431713
3172	34.04263346
3173	-40.04263346
3174	15.36967263
3175	-14.36967263
3176	28.25097284
3177	-20.25097284
3178	38.31605296
3179	-32.31605296
3180	10.65818824
3181	-4.658188244
3182	90.44695305
3183	-84.44695305
3184	48.62244602
3185	-42.62244602
3186	89.10312907
3187	-83.10312907
3188	57.43185266
3189	-51.43185266
3190	93.13152965
3191	-87.13152965
3192	15.59579883
3193	-9.595798835
3194	28.21226964
3195	-22.21226964
3196	38.30584811
3197	-32.30584811
3198	28.94345165
3199	-22.94345165
3200	40.78267639
3201	-34.78267639
3202	3.93676554
3203	2.06323446
3204	75.54704502
3205	-69.54704502
3206	5.459695744
3207	0.540304256
3208	26.62628746
3209	-20.62628746
3210	36.45659916
3211	-30.45659916
3212	56.48249308
3213	-50.48249308
3214	20.06892464
3215	-14.06892464
3216	36.19449364
3217	-30.19449364
3218	64.28048693
3219	-58.28048693
3220	60.4979145
3221	-54.4979145
3222	20.63531254
3223	-14.63531254
3224	21.90947178
3225	-15.90947178
3226	66.03753948
3227	-60.03753948
3228	57.33165537
3229	-51.33165537
3230	21.23906593
3231	-15.23906593
3232	28.52146138
3233	-22.52146138
3234	64.38834126
3235	-58.38834126
3236	102.5842922
3237	-96.58429219
3238	75.9342685
3239	-69.9342685
3240	76.70560223
3241	-70.70560223
3242	97.72214748
3243	-91.72214748
3244	95.02327362
3245	-89.02327362
3246	43.72834836
3247	-37.72834836
3248	67.01397272
3249	-61.01397272
3250	7.920618679
3251	-1.920618679
3252	91.26613626
3253	-85.26613626
3254	34.08988655
3255	-28.08988655
3256	98.80662264
3257	-92.80662264
3258	13.55164813
3259	-7.551648134
3260	17.89699501
3261	-11.89699501
3262	47.74635166
3263	-41.74635166
3264	84.58262705
3265	-78.58262705
3266	13.38167823
3267	-7.381678227
3268	84.13186679
3269	-78.13186679
3270	68.40389795
3271	-62.40389795
3272	102.1032068
3273	-96.10320677
3274	43.25080092
3275	-37.25080092
3276	101.9196246
3277	-95.91962458
3278	67.79620909
3279	-61.79620909
3280	31.22320777
3281	-25.22320777
3282	25.94313401
3283	-19.94313401
3284	47.69141577
3285	-41.69141577
3286	90.01119775
3287	-84.01119775
3288	75.5262498
3289	-69.5262498
3290	31.57774249
3291	-25.57774249
3292	45.77708518
3293	-39.77708518
3294	70.52322101
3295	-64.52322101
3296	9.326363589
3297	-3.326363589
3298	65.66976221
3299	-59.66976221
3300	49.95413104
3301	-43.95413104
3302	98.00739934
3303	-92.00739934
3304	75.10504156
3305	-69.10504156
3306	5.869219944
3307	0.130780056
3308	98.73103944
3309	-92.73103944
3310	7.851252112
3311	-1.851252112
3312	11.23076596
3313	-5.230765957
3314	25.05269302
3315	-19.05269302
3316	72.28486749
3317	-66.28486749
3318	26.43894869
3319	-20.43894869
3320	26.2742642
3321	-20.2742642
3322	58.565041
3323	-52.565041
3324	60.76422135
3325	-54.76422135
3326	59.62745398
3327	-53.62745398
3328	69.28708905
3329	-63.28708905
3330	55.44301198
3331	-49.44301198
3332	90.00191629
3333	-84.00191629
3334	43.34299467
3335	-37.34299467
3336	89.70139025
3337	-83.70139025
3338	85.18325239
3339	-79.18325239
3340	30.47853212
3341	-24.47853212
3342	61.85637623
3343	-55.85637623
3344	52.61548297
3345	-46.61548297
3346	23.36911857
3347	-17.36911857
3348	54.44579095
3349	-48.44579095
3350	98.41566685
3351	-100.4156668
3352	50.93434842
3353	-52.93434842
3354	49.96376144
3355	-51.96376144
3356	15.09450303
3357	-17.09450303
3358	82.98064082
3359	-84.98064082
3360	59.81991228
3361	-61.81991228
3362	42.44123724
3363	-44.44123724
3364	67.08945802
3365	-69.08945802
3366	18.46436376
3367	-20.46436376
3368	12.61640625
3369	-14.61640625
3370	98.19078463
3371	-100.1907846
3372	4.351853121
3373	-6.351853121
3374	85.84938263
3375	-87.84938263
3376	13.29958671
3377	-15.29958671
3378	4.031095165
3379	-6.031095165
3380	-0.857711402
3381	-1.142288598
3382	28.56437242
3383	-30.56437242
3384	25.47412511
3385	-27.47412511
3386	80.52778315
3387	-82.52778315
3388	83.03957155
3389	-85.03957155
3390	34.84054609
3391	-36.84054609
3392	64.54627028
3393	-66.54627028
3394	13.93589752
3395	-15.93589752
3396	86.70999543
3397	-88.70999543
3398	15.80937624
3399	-17.80937624
3400	18.77576064
3401	-20.77576064
3402	5.626776214
3403	-7.626776214
3404	36.2061496
3405	-38.2061496
3406	17.43526814
3407	-19.43526814
3408	39.2432727
3409	-41.2432727
3410	94.74789552
3411	-96.74789552
3412	2.638621973
3413	-4.638621973
3414	10.44732473
3415	-12.44732473
3416	45.77880024
3417	-47.77880024
3418	68.79131921
3419	-70.79131921
3420	55.4938191
3421	-57.4938191
3422	22.89830874
3423	-24.89830874
3424	0.550549671
3425	-2.550549671
3426	89.58820416
3427	-91.58820416
3428	38.75389416
3429	-40.75389416
3430	37.07752445
3431	-39.07752445
3432	30.31841736
3433	-32.31841736
3434	51.48155013
3435	-53.48155013
3436	21.6985467
3437	-23.6985467
3438	66.06959032
3439	-68.06959032
3440	66.72138388
3441	-68.72138388
3442	91.5348079
3443	-93.5348079
3444	79.59549182
3445	-81.59549182
3446	75.72160473
3447	-77.72160473
3448	53.80601255
3449	-55.80601255
3450	59.3402425
3451	-61.3402425
3452	79.06264112
3453	-81.06264112
3454	42.26058805
3455	-44.26058805
3456	77.44575335
3457	-79.44575335
3458	20.78613699
3459	-22.78613699
3460	57.28664876
3461	-59.28664876
3462	92.41978925
3463	-94.41978925
3464	45.764477
3465	-47.764477
3466	61.29358812
3467	-63.29358812
3468	7.3636954
3469	-9.3636954
3470	7.551093052
3471	-9.551093052
3472	60.38318468
3473	-62.38318468
3474	68.53493316
3475	-70.53493316
3476	13.58835343
3477	-15.58835343
3478	11.7263081
3479	-13.7263081
3480	52.06842563
3481	-54.06842563
3482	94.30896215
3483	-96.30896215
3484	19.07594916
3485	-21.07594916
3486	94.87560806
3487	-96.87560806
3488	52.57914309
3489	-54.57914309
3490	8.126049409
3491	-10.12604941
3492	37.1288794
3493	-39.1288794
3494	2.779740537
3495	-4.779740537
3496	1.883347602
3497	-3.883347602
3498	82.78398101
3499	-84.78398101
3500	38.16047743
3501	-40.16047743
3502	92.42488137
3503	-94.42488137
3504	68.27134217
3505	-70.27134217
3506	72.27629439
3507	-74.27629439
3508	3.621178805
3509	-5.621178805
3510	35.9357552
3511	-37.9357552
3512	57.45685716
3513	-59.45685716
3514	98.07119954
3515	-100.0711995
3516	71.56436385
3517	-73.56436385
3518	90.23450465
3519	-92.23450465
3520	38.50168711
3521	-40.50168711
3522	66.50416229
3523	-68.50416229
3524	34.55910158
3525	-36.55910158
3526	89.19010266
3527	-91.19010266
3528	96.61180868
3529	-98.61180868
3530	51.63787525
3531	-59.63787525
3532	50.54937374
3533	-64.54937374
3534	84.19376778
3535	-98.19376778
3536	27.26794064
3537	-41.26794064
3538	24.01208338
3539	-38.01208338
3540	68.44671249
3541	-82.44671249
3542	10.37617862
3543	-24.37617862
3544	88.14665471
3545	-102.1466547
3546	-2.985459463
3547	-11.01454054
3548	77.914794
3549	-91.914794
3550	33.27154631
3551	-47.27154631
3552	-5.811805521
3553	-8.188194479
3554	58.34467752
3555	-72.34467752
3556	27.33586174
3557	-41.33586174
3558	7.847076491
3559	-21.84707649
3560	1.59960454
3561	-15.59960454
3562	77.98042005
3563	-91.98042005
3564	12.21910533
3565	-26.21910533
3566	8.940928529
3567	-22.94092853
3568	89.97934468
3569	-103.9793447
3570	67.27234603
3571	-81.27234603
3572	46.13731908
3573	-60.13731908
3574	4.95426374
3575	-18.95426374
3576	41.30027496
3577	-55.30027496
3578	29.94601217
3579	-43.94601217
3580	81.69948676
3581	-95.69948676
3582	0.722345659
3583	-14.72234566
3584	82.64037258
3585	-96.64037258
3586	-0.842966967
3587	-13.15703303
3588	41.83825565
3589	-55.83825565
3590	20.71160536
3591	-34.71160536
3592	49.76480967
3593	-63.76480967
3594	-2.20981902
3595	-11.79018098
3596	90.68547998
3597	-104.68548
3598	22.93002765
3599	-36.93002765
3600	12.13593502
