i	g(x)
5187	-3
5188	-3
5189	-3
5190	-3
5191	-3
5192	-3
5193	-3
5194	-3
5195	-3
5196	-3
5197	-3
5198	-3
5199	-3
5200	-3
5201	-3
5202	-3
5203	-3
5204	-3
5205	-3
5206	-3
5207	-3
5208	-3
5209	-3
5210	-3
5211	-3
5212	-3
5213	-3
5214	-3
5215	-3
5216	-3
5217	-3
5218	-3
5219	-3
5220	-3
5221	-3
5222	-3
5223	-3
5224	-3
5225	-3
5226	-3
5227	-3
5228	-3
5229	-3
5230	-3
5231	-3
5232	-3
5233	-3
5234	-3
5235	-3
5236	-3
5237	-3
5238	-3
5239	-3
5240	-3
5241	-3
5242	-3
5243	-3
5244	-3
5245	-3
5246	-3
5247	-3
5248	-3
5249	-3
5250	-3
5251	-3
5252	-3
5253	-3
5254	-3
5255	-3
5256	-3
5257	-3
5258	-3
5259	-3
5260	-3
5261	-3
5262	-3
5263	-3
5264	-3
5265	-3
5266	-3
5267	-3
5268	-3
5269	-3
5270	-3
5271	-3
5272	-3
5273	-3
5274	-3
5275	-3
5276	-3
5277	-3
5278	-3
5279	-3
5280	-3
5281	-3
5282	-3
5283	-3
5284	-3
5285	-3
5286	-3
5287	-3
5288	-3
5289	-3
5290	-3
5291	-3
5292	-3
5293	-3
5294	-3
5295	-3
5296	-3
5297	-3
5298	-3
5299	-3
5300	-3
5301	-3
5302	-3
5303	-3
5304	-3
5305	-3
5306	-3
5307	-3
5308	-3
5309	-3
5310	-3
5311	-3
5312	-3
5313	-3
5314	-3
5315	-3
5316	-3
5317	12
5318	12
5319	12
5320	1
5321	1
5322	1
5323	1
5324	1
5325	1
5326	1
5327	1
5328	1
5329	1
5330	1
5331	1
5332	1
5333	1
5334	1
5335	1
5336	1
5337	1
5338	1
5339	1
5340	1
5341	1
5342	1
5343	1
5344	1
5345	1
5346	1
5347	1
5348	1
5349	1
5350	1
5351	1
5352	1
5353	1
5354	1
5355	1
5356	1
5357	1
5358	1
5359	1
5360	1
5361	1
5362	1
5363	1
5364	1
5365	1
5366	1
5367	1
5368	1
5369	1
5370	1
5371	1
5372	1
5373	1
5374	1
5375	1
5376	1
5377	1
5378	1
5379	1
5380	1
5381	1
5382	1
5383	1
5384	1
5385	1
5386	1
5387	1
5388	1
5389	1
5390	1
5391	1
5392	1
5393	1
5394	1
5395	1
5396	1
5397	1
5398	1
5399	1
5400	1
5401	1
5402	1
5403	1
5404	1
5405	1
5406	1
5407	1
5408	1
5409	1
5410	1
5411	1
5412	1
5413	1
5414	1
5415	1
5416	1
5417	1
5418	1
5419	1
5420	1
5421	1
5422	1
5423	1
5424	1
5425	1
5426	1
5427	1
5428	1
5429	1
5430	1
5431	1
5432	1
5433	1
5434	1
5435	1
5436	1
5437	1
5438	1
5439	1
5440	1
5441	1
5442	1
5443	1
5444	1
5445	1
5446	1
5447	1
5448	1
5449	1
5450	1
5451	1
5452	1
5453	1
5454	1
5455	1
5456	1
5457	1
5458	1
5459	1
5460	1
5461	1
5462	1
5463	1
5464	1
5465	1
5466	1
5467	1
5468	1
5469	1
5470	1
5471	1
5472	1
5473	1
5474	1
5475	1
5476	1
5477	1
5478	1
5479	1
5480	1
5481	1
5482	1
5483	1
5484	1
5485	1
5486	1
5487	1
5488	1
5489	1
5490	1
5491	1
5492	1
5493	1
5494	1
5495	1
5496	1
5497	-5
5498	-5
5499	-5
5500	1
5501	1
5502	1
5503	1
5504	1
5505	1
5506	1
5507	1
5508	1
5509	1
5510	1
5511	1
5512	1
5513	1
5514	1
5515	1
5516	1
5517	1
5518	1
5519	1
5520	1
5521	1
5522	1
5523	1
5524	1
5525	1
5526	1
5527	1
5528	1
5529	1
5530	1
5531	1
5532	1
5533	1
5534	1
5535	1
5536	1
5537	1
5538	1
5539	1
5540	1
5541	1
5542	1
5543	1
5544	1
5545	1
5546	1
5547	1
5548	1
5549	1
5550	1
5551	1
5552	1
5553	1
5554	1
5555	1
5556	1
5557	1
5558	1
5559	1
5560	1
5561	1
5562	1
5563	1
5564	1
5565	1
5566	1
5567	1
5568	1
5569	1
5570	1
5571	1
5572	1
5573	1
5574	1
5575	1
5576	1
5577	1
5578	1
5579	1
5580	1
5581	1
5582	1
5583	1
5584	1
5585	1
5586	1
5587	1
5588	1
5589	1
5590	1
5591	1
5592	1
5593	1
5594	1
5595	1
5596	1
5597	1
5598	1
5599	1
5600	1
5601	1
5602	1
5603	1
5604	1
5605	1
5606	1
5607	1
5608	1
5609	1
5610	1
5611	1
5612	1
5613	1
5614	1
5615	1
5616	1
5617	1
5618	1
5619	1
5620	1
5621	1
5622	1
5623	1
5624	1
5625	1
5626	1
5627	1
5628	1
5629	1
5630	1
5631	1
5632	1
5633	1
5634	1
5635	1
5636	1
5637	1
5638	1
5639	1
5640	1
5641	1
5642	1
5643	1
5644	1
5645	1
5646	1
5647	1
5648	1
5649	1
5650	1
5651	1
5652	1
5653	1
5654	1
5655	1
5656	1
5657	1
5658	1
5659	1
5660	1
5661	1
5662	1
5663	1
5664	1
5665	1
5666	1
5667	1
5668	1
5669	1
5670	1
5671	1
5672	1
5673	1
5674	1
5675	1
5676	1
5677	1
5678	1
5679	1
5680	-11
5681	-11
5682	-11
5683	-11
5684	-11
5685	-11
5686	-11
5687	-11
5688	-11
5689	-11
5690	-11
5691	-11
5692	-11
5693	-11
5694	-11
5695	-11
5696	-11
5697	-11
5698	-11
5699	-11
5700	-11
5701	-11
5702	-11
5703	-11
5704	-11
5705	-11
5706	-11
5707	-11
5708	-11
5709	-11
5710	-11
5711	-11
5712	-11
5713	-11
5714	-11
5715	-11
5716	-11
5717	-11
5718	-11
5719	-11
5720	-11
5721	-11
5722	-11
5723	-11
5724	-11
5725	-11
5726	-11
5727	-11
5728	-11
5729	-11
5730	-11
5731	-11
5732	-11
5733	-11
5734	-11
5735	-11
5736	-11
5737	-11
5738	-11
5739	-11
5740	-11
5741	-11
5742	-11
5743	-11
5744	-11
5745	-11
5746	-11
5747	-11
5748	-11
5749	-11
5750	-11
5751	-11
5752	-11
5753	-11
5754	-11
5755	-11
5756	-11
5757	-11
5758	-11
5759	-11
5760	-11
5761	-11
5762	-11
5763	-11
5764	-11
5765	-11
5766	-11
5767	-11
5768	-11
5769	-11
5770	-11
5771	-11
5772	-11
5773	-11
5774	-11
5775	-11
5776	-11
5777	-11
5778	-11
5779	-11
5780	-11
5781	-11
5782	-11
5783	-11
5784	-11
5785	-11
5786	-11
5787	-11
5788	-11
5789	-11
5790	-11
5791	-11
5792	-11
5793	-11
5794	-11
5795	-11
5796	-11
5797	-11
5798	-11
5799	-11
5800	-11
5801	-11
5802	-11
5803	-11
5804	-11
5805	-11
5806	-11
5807	-11
5808	-11
5809	-11
5810	-11
5811	-11
5812	-11
5813	-11
5814	-11
5815	-11
5816	-11
5817	-11
5818	-11
5819	-11
5820	-11
5821	-11
5822	-11
5823	-11
5824	-11
5825	-11
5826	-11
5827	-11
5828	-11
5829	-11
5830	-11
5831	-11
5832	-11
5833	-11
5834	-11
5835	-11
5836	-11
5837	-11
5838	-11
5839	-11
5840	-11
5841	-11
5842	-11
5843	-11
5844	-11
5845	-11
5846	-11
5847	-11
5848	-11
5849	-11
5850	-11
5851	-11
5852	-11
5853	-11
5854	-11
5855	-11
5856	-11
5857	-11
5858	-11
5859	5
5860	5
5861	-12
5862	-12
5863	-12
5864	-12
5865	-12
5866	-12
5867	-12
5868	-12
5869	-12
5870	-12
5871	-12
5872	-12
5873	-12
5874	-12
5875	-12
5876	-12
5877	-12
5878	-12
5879	-12
5880	-12
5881	-12
5882	-12
5883	-12
5884	-12
5885	-12
5886	-12
5887	-12
5888	-12
5889	-12
5890	-12
5891	-12
5892	-12
5893	-12
5894	-12
5895	-12
5896	-12
5897	-12
5898	-12
5899	-12
5900	-12
5901	-12
5902	-12
5903	-12
5904	-12
5905	-12
5906	-12
5907	-12
5908	-12
5909	-12
5910	-12
5911	-12
5912	-12
5913	-12
5914	-12
5915	-12
5916	-12
5917	-12
5918	-12
5919	-12
5920	-12
5921	-12
5922	-12
5923	-12
5924	-12
5925	-12
5926	-12
5927	-12
5928	-12
5929	-12
5930	-12
5931	-12
5932	-12
5933	-12
5934	-12
5935	-12
5936	-12
5937	-12
5938	-12
5939	-12
5940	-12
5941	-12
5942	-12
5943	-12
5944	-12
5945	-12
5946	-12
5947	-12
5948	-12
5949	-12
5950	-12
5951	-12
5952	-12
5953	-12
5954	-12
5955	-12
5956	-12
5957	-12
5958	-12
5959	-12
5960	-12
5961	-12
5962	-12
5963	-12
5964	-12
5965	-12
5966	-12
5967	-12
5968	-12
5969	-12
5970	-12
5971	-12
5972	-12
5973	-12
5974	-12
5975	-12
5976	-12
5977	-12
5978	-12
5979	-12
5980	-12
5981	-12
5982	-12
5983	-12
5984	-12
5985	-12
5986	-12
5987	-12
5988	-12
5989	-12
5990	-12
5991	-12
5992	-12
5993	-12
5994	-12
5995	-12
5996	-12
5997	-12
5998	-12
5999	-12
6000	-12
6001	-12
6002	-12
6003	-12
6004	-12
6005	-12
6006	-12
6007	-12
6008	-12
6009	-12
6010	-12
6011	-12
6012	-12
6013	-12
6014	-12
6015	-12
6016	-12
6017	-12
6018	-12
6019	-12
6020	-12
6021	-12
6022	-12
6023	-12
6024	-12
6025	-12
6026	-12
6027	-12
6028	-12
6029	-12
6030	-12
6031	-12
6032	-12
6033	-12
6034	-12
6035	-12
6036	-12
6037	-12
6038	-12
6039	-12
6040	10
6041	10
6042	10
6043	10
6044	-10
6045	-10
6046	-10
6047	-10
6048	-10
6049	-10
6050	-10
6051	-10
6052	-10
6053	-10
6054	-10
6055	-10
6056	-10
6057	-10
6058	-10
6059	-10
6060	-10
6061	-10
6062	-10
6063	-10
6064	-10
6065	-10
6066	-10
6067	-10
6068	-10
6069	-10
6070	-10
6071	-10
6072	-10
6073	-10
6074	-10
6075	-10
6076	-10
6077	-10
6078	-10
6079	-10
6080	-10
6081	-10
6082	-10
6083	-10
6084	-10
6085	-10
6086	-10
6087	-10
6088	-10
6089	-10
6090	-10
6091	-10
6092	-10
6093	-10
6094	-10
6095	-10
6096	-10
6097	-10
6098	-10
6099	-10
6100	-10
6101	-10
6102	-10
6103	-10
6104	-10
6105	-10
6106	-10
6107	-10
6108	-10
6109	-10
6110	-10
6111	-10
6112	-10
6113	-10
6114	-10
6115	-10
6116	-10
6117	-10
6118	-10
6119	-10
6120	-10
6121	-10
6122	-10
6123	-10
6124	-10
6125	-10
6126	-10
6127	-10
6128	-10
6129	-10
6130	-10
6131	-10
6132	-10
6133	-10
6134	-10
6135	-10
6136	-10
6137	-10
6138	-10
6139	-10
6140	-10
6141	-10
6142	-10
6143	-10
6144	-10
6145	-10
6146	-10
6147	-10
6148	-10
6149	-10
6150	-10
6151	-10
6152	-10
6153	-10
6154	-10
6155	-10
6156	-10
6157	-10
6158	-10
6159	-10
6160	-10
6161	-10
6162	-10
6163	-10
6164	-10
6165	-10
6166	-10
6167	-10
6168	-10
6169	-10
6170	-10
6171	-10
6172	-10
6173	-10
6174	-10
6175	-10
6176	-10
6177	-10
6178	-10
6179	-10
6180	-10
6181	-10
6182	-10
6183	-10
6184	-10
6185	-10
6186	-10
6187	-10
6188	-10
6189	-10
6190	-10
6191	-10
6192	-10
6193	-10
6194	-10
6195	-10
6196	-10
6197	-10
6198	-10
6199	-10
6200	-10
6201	-10
6202	-10
6203	-10
6204	-10
6205	-10
6206	-10
6207	-10
6208	-10
6209	-10
6210	-10
6211	-10
6212	-10
6213	-10
6214	-10
6215	8
6216	8
6217	8
6218	1
6219	1
6220	1
6221	1
6222	1
6223	1
6224	1
6225	1
6226	1
6227	1
6228	1
6229	1
6230	1
6231	1
6232	1
6233	1
6234	1
6235	1
6236	1
6237	1
6238	1
6239	1
6240	1
6241	1
6242	1
6243	1
6244	1
6245	1
6246	1
6247	1
6248	1
6249	1
6250	1
6251	1
6252	1
6253	1
6254	1
6255	1
6256	1
6257	1
6258	1
6259	1
6260	1
6261	1
6262	1
6263	1
6264	1
6265	1
6266	1
6267	1
6268	1
6269	1
6270	1
6271	1
6272	1
6273	1
6274	1
6275	1
6276	1
6277	1
6278	1
6279	1
6280	1
6281	1
6282	1
6283	1
6284	1
6285	1
6286	1
6287	1
6288	1
6289	1
6290	1
6291	1
6292	1
6293	1
6294	1
6295	1
6296	1
6297	1
6298	1
6299	1
6300	1
6301	1
6302	1
6303	1
6304	1
6305	1
6306	1
6307	1
6308	1
6309	1
6310	1
6311	1
6312	1
6313	1
6314	1
6315	1
6316	1
6317	1
6318	1
6319	1
6320	1
6321	1
6322	1
6323	1
6324	1
6325	1
6326	1
6327	1
6328	1
6329	1
6330	1
6331	1
6332	1
6333	1
6334	1
6335	1
6336	1
6337	1
6338	1
6339	1
6340	1
6341	1
6342	1
6343	1
6344	1
6345	1
6346	1
6347	1
6348	1
6349	1
6350	1
6351	1
6352	1
6353	1
6354	1
6355	1
6356	1
6357	1
6358	1
6359	1
6360	1
6361	1
6362	1
6363	1
6364	1
6365	1
6366	1
6367	1
6368	1
6369	1
6370	1
6371	1
6372	1
6373	1
6374	1
6375	1
6376	1
6377	1
6378	1
6379	1
6380	1
6381	1
6382	1
6383	1
6384	1
6385	1
6386	1
6387	1
6388	1
6389	1
6390	1
6391	1
6392	1
6393	1
6394	-9
6395	-1
6396	-1
6397	-1
6398	-1
6399	-1
6400	-1
6401	-1
6402	-1
6403	-1
6404	-1
6405	-1
6406	-1
6407	-1
6408	-1
6409	-1
6410	-1
6411	-1
6412	-1
6413	-1
6414	-1
6415	-1
6416	-1
6417	-1
6418	-1
6419	-1
6420	-1
6421	-1
6422	-1
6423	-1
6424	-1
6425	-1
6426	-1
6427	-1
6428	-1
6429	-1
6430	-1
6431	-1
6432	-1
6433	-1
6434	-1
6435	-1
6436	-1
6437	-1
6438	-1
6439	-1
6440	-1
6441	-1
6442	-1
6443	-1
6444	-1
6445	-1
6446	-1
6447	-1
6448	-1
6449	-1
6450	-1
6451	-1
6452	-1
6453	-1
6454	-1
6455	-1
6456	-1
6457	-1
6458	-1
6459	-1
6460	-1
6461	-1
6462	-1
6463	-1
6464	-1
6465	-1
6466	-1
6467	-1
6468	-1
6469	-1
6470	-1
6471	-1
6472	-1
6473	-1
6474	-1
6475	-1
6476	-1
6477	-1
6478	-1
6479	-1
6480	-1
6481	-1
6482	-1
6483	-1
6484	-1
6485	-1
6486	-1
6487	-1
6488	-1
6489	-1
6490	-1
6491	-1
6492	-1
6493	-1
6494	-1
6495	-1
6496	-1
6497	-1
6498	-1
6499	-1
6500	-1
6501	-1
6502	-1
6503	-1
6504	-1
6505	-1
6506	-1
6507	-1
6508	-1
6509	-1
6510	-1
6511	-1
6512	-1
6513	-1
6514	-1
6515	-1
6516	-1
6517	-1
6518	-1
6519	-1
6520	-1
6521	-1
6522	-1
6523	-1
6524	-1
6525	-1
6526	-1
6527	-1
6528	-1
6529	-1
6530	-1
6531	-1
6532	-1
6533	-1
6534	-1
6535	-1
6536	-1
6537	-1
6538	-1
6539	-1
6540	-1
6541	-1
6542	-1
6543	-1
6544	-1
6545	-1
6546	-1
6547	-1
6548	-1
6549	-1
6550	-1
6551	-1
6552	-1
6553	-1
6554	-1
6555	-1
6556	-1
6557	-1
6558	-1
6559	-1
6560	-1
6561	-1
6562	-1
6563	-1
6564	-1
6565	-1
6566	-1
6567	-1
6568	5
6569	5
6570	3
6571	3
6572	3
6573	3
6574	3
6575	3
6576	3
6577	3
6578	3
6579	3
6580	3
6581	3
6582	3
6583	3
6584	3
6585	3
6586	3
6587	3
6588	3
6589	3
6590	3
6591	3
6592	3
6593	3
6594	3
6595	3
6596	3
6597	3
6598	3
6599	3
6600	3
6601	3
6602	3
6603	3
6604	3
6605	3
6606	3
6607	3
6608	3
6609	3
6610	3
6611	3
6612	3
6613	3
6614	3
6615	3
6616	3
6617	3
6618	3
6619	3
6620	3
6621	3
6622	3
6623	3
6624	3
6625	3
6626	3
6627	3
6628	3
6629	3
6630	3
6631	3
6632	3
6633	3
6634	3
6635	3
6636	3
6637	3
6638	3
6639	3
6640	3
6641	3
6642	3
6643	3
6644	3
6645	3
6646	3
6647	3
6648	3
6649	3
6650	3
6651	3
6652	3
6653	3
6654	3
6655	3
6656	3
6657	3
6658	3
6659	3
6660	3
6661	3
6662	3
6663	3
6664	3
6665	3
6666	3
6667	3
6668	3
6669	3
6670	3
6671	3
6672	3
6673	3
6674	3
6675	3
6676	3
6677	3
6678	3
6679	3
6680	3
6681	3
6682	3
6683	3
6684	3
6685	3
6686	3
6687	3
6688	3
6689	3
6690	3
6691	3
6692	3
6693	3
6694	3
6695	3
6696	3
6697	3
6698	3
6699	3
6700	3
6701	3
6702	3
6703	3
6704	3
6705	3
6706	3
6707	3
6708	3
6709	3
6710	3
6711	3
6712	3
6713	3
6714	3
6715	3
6716	3
6717	3
6718	3
6719	3
6720	3
6721	3
6722	3
6723	3
6724	3
6725	3
6726	3
6727	3
6728	3
6729	3
6730	3
6731	3
6732	3
6733	3
6734	3
6735	3
6736	3
6737	3
6738	3
6739	3
6740	3
6741	3
6742	3
6743	-12
6744	-9
6745	-9
6746	-9
6747	-9
6748	-9
6749	-9
6750	-9
6751	-9
6752	-9
6753	-9
6754	-9
6755	-9
6756	-9
6757	-9
6758	-9
6759	-9
6760	-9
6761	-9
6762	-9
6763	-9
6764	-9
6765	-9
6766	-9
6767	-9
6768	-9
6769	-9
6770	-9
6771	-9
6772	-9
6773	-9
6774	-9
6775	-9
6776	-9
6777	-9
6778	-9
6779	-9
6780	-9
6781	-9
6782	-9
6783	-9
6784	-9
6785	-9
6786	-9
6787	-9
6788	-9
6789	-9
6790	-9
6791	-9
6792	-9
6793	-9
6794	-9
6795	-9
6796	-9
6797	-9
6798	-9
6799	-9
6800	-9
6801	-9
6802	-9
6803	-9
6804	-9
6805	-9
6806	-9
6807	-9
6808	-9
6809	-9
6810	-9
6811	-9
6812	-9
6813	-9
6814	-9
6815	-9
6816	-9
6817	-9
6818	-9
6819	-9
6820	-9
6821	-9
6822	-9
6823	-9
6824	-9
6825	-9
6826	-9
6827	-9
6828	-9
6829	-9
6830	-9
6831	-9
6832	-9
6833	-9
6834	-9
6835	-9
6836	-9
6837	-9
6838	-9
6839	-9
6840	-9
6841	-9
6842	-9
6843	-9
6844	-9
6845	-9
6846	-9
6847	-9
6848	-9
6849	-9
6850	-9
6851	-9
6852	-9
6853	-9
6854	-9
6855	-9
6856	-9
6857	-9
6858	-9
6859	-9
6860	-9
6861	-9
6862	-9
6863	-9
6864	-9
6865	-9
6866	-9
6867	-9
6868	-9
6869	-9
6870	-9
6871	-9
6872	-9
6873	-9
6874	-9
6875	-9
6876	-9
6877	-9
6878	-9
6879	-9
6880	-9
6881	-9
6882	-9
6883	-9
6884	-9
6885	-9
6886	-9
6887	-9
6888	-9
6889	-9
6890	-9
6891	-9
6892	-9
6893	-9
6894	-9
6895	-9
6896	-9
6897	-9
6898	-9
6899	-9
6900	-9
6901	-9
6902	-9
6903	-9
6904	-9
6905	-9
6906	-9
6907	-9
6908	-9
6909	-9
6910	-9
6911	-9
6912	-9
6913	-9
6914	-9
6915	-9
6916	-9
6917	-9
6918	-9
6919	-9
6920	-9
6921	-9
6922	-9
6923	-9
6924	-7
6925	-7
6926	-7
6927	-7
6928	-7
6929	-7
6930	-7
6931	-7
6932	-7
6933	-7
6934	-7
6935	-7
6936	-7
6937	-7
6938	-7
6939	-7
6940	-7
6941	-7
6942	-7
6943	-7
6944	-7
6945	-7
6946	-7
6947	-7
6948	-7
6949	-7
6950	-7
6951	-7
6952	-7
6953	-7
6954	-7
6955	-7
6956	-7
6957	-7
6958	-7
6959	-7
6960	-7
6961	-7
6962	-7
6963	-7
6964	-7
6965	-7
6966	-7
6967	-7
6968	-7
6969	-7
6970	-7
6971	-7
6972	-7
6973	-7
6974	-7
6975	-7
6976	-7
6977	-7
6978	-7
6979	-7
6980	-7
6981	-7
6982	-7
6983	-7
6984	-7
6985	-7
6986	-7
6987	-7
6988	-7
6989	-7
6990	-7
6991	-7
6992	-7
6993	-7
6994	-7
6995	-7
6996	-7
6997	-7
6998	-7
6999	-7
7000	-7
7001	-7
7002	-7
7003	-7
7004	-7
7005	-7
7006	-7
7007	-7
7008	-7
7009	-7
7010	-7
7011	-7
7012	-7
7013	-7
7014	-7
7015	-7
7016	-7
7017	-7
7018	-7
7019	-7
7020	-7
7021	-7
7022	-7
7023	-7
7024	-7
7025	-7
7026	-7
7027	-7
7028	-7
7029	-7
7030	-7
7031	-7
7032	-7
7033	-7
7034	-7
7035	-7
7036	-7
7037	-7
7038	-7
7039	-7
7040	-7
7041	-7
7042	-7
7043	-7
7044	-7
7045	-7
7046	-7
7047	-7
7048	-7
7049	-7
7050	-7
7051	-7
7052	-7
7053	-7
7054	-7
7055	-7
7056	-7
7057	-7
7058	-7
7059	-7
7060	-7
7061	-7
7062	-7
7063	-7
7064	-7
7065	-7
7066	-7
7067	-7
7068	-7
7069	-7
7070	-7
7071	-7
7072	-7
7073	-7
7074	-7
7075	-7
7076	-7
7077	-7
7078	-7
7079	-7
7080	-7
7081	-7
7082	-7
7083	-7
7084	-7
7085	-7
7086	-7
7087	-7
7088	-7
7089	-7
7090	-7
7091	-7
7092	-7
7093	-7
7094	-7
7095	-7
7096	-7
7097	-7
7098	2
7099	2
7100	2
7101	2
7102	-11
7103	-11
7104	-11
7105	-11
7106	-11
7107	-11
7108	-11
7109	-11
7110	-11
7111	-11
7112	-11
7113	-11
7114	-11
7115	-11
7116	-11
7117	-11
7118	-11
7119	-11
7120	-11
7121	-11
7122	-11
7123	-11
7124	-11
7125	-11
7126	-11
7127	-11
7128	-11
7129	-11
7130	-11
7131	-11
7132	-11
7133	-11
7134	-11
7135	-11
7136	-11
7137	-11
7138	-11
7139	-11
7140	-11
7141	-11
7142	-11
7143	-11
7144	-11
7145	-11
7146	-11
7147	-11
7148	-11
7149	-11
7150	-11
7151	-11
7152	-11
7153	-11
7154	-11
7155	-11
7156	-11
7157	-11
7158	-11
7159	-11
7160	-11
7161	-11
7162	-11
7163	-11
7164	-11
7165	-11
7166	-11
7167	-11
7168	-11
7169	-11
7170	-11
7171	-11
7172	-11
7173	-11
7174	-11
7175	-11
7176	-11
7177	-11
7178	-11
7179	-11
7180	-11
7181	-11
7182	-11
7183	-11
7184	-11
7185	-11
7186	-11
7187	-11
7188	-11
7189	-11
7190	-11
7191	-11
7192	-11
7193	-11
7194	-11
7195	-11
7196	-11
7197	-11
7198	-11
7199	-11
7200	-11
7201	-11
7202	-11
7203	-11
7204	-11
7205	-11
7206	-11
7207	-11
7208	-11
7209	-11
7210	-11
7211	-11
7212	-11
7213	-11
7214	-11
7215	-11
7216	-11
7217	-11
7218	-11
7219	-11
7220	-11
7221	-11
7222	-11
7223	-11
7224	-11
7225	-11
7226	-11
7227	-11
7228	-11
7229	-11
7230	-11
7231	-11
7232	-11
7233	-11
7234	-11
7235	-11
7236	-11
7237	-11
7238	-11
7239	-11
7240	-11
7241	-11
7242	-11
7243	-11
7244	-11
7245	-11
7246	-11
7247	-11
7248	-11
7249	-11
7250	-11
7251	-11
7252	-11
7253	-11
7254	-11
7255	-11
7256	-11
7257	-11
7258	-11
7259	-11
7260	-11
7261	-11
7262	-11
7263	-11
7264	-11
7265	-11
7266	-11
7267	-11
7268	-11
7269	-11
7270	-11
7271	-11
7272	-11
7273	-11
7274	-11
7275	-11
7276	-11
7277	-11
7278	4
7279	4
7280	4
7281	0
7282	0
7283	0
7284	0
7285	0
7286	0
7287	0
7288	0
7289	0
7290	0
7291	0
7292	0
7293	0
7294	0
7295	0
7296	0
7297	0
7298	0
7299	0
7300	0
7301	0
7302	0
7303	0
7304	0
7305	0
7306	0
7307	0
7308	0
7309	0
7310	0
7311	0
7312	0
7313	0
7314	0
7315	0
7316	0
7317	0
7318	0
7319	0
7320	0
7321	0
7322	0
7323	0
7324	0
7325	0
7326	0
7327	0
7328	0
7329	0
7330	0
7331	0
7332	0
7333	0
7334	0
7335	0
7336	0
7337	0
7338	0
7339	0
7340	0
7341	0
7342	0
7343	0
7344	0
7345	0
7346	0
7347	0
7348	0
7349	0
7350	0
7351	0
7352	0
7353	0
7354	0
7355	0
7356	0
7357	0
7358	0
7359	0
7360	0
7361	0
7362	0
7363	0
7364	0
7365	0
7366	0
7367	0
7368	0
7369	0
7370	0
7371	0
7372	0
7373	0
7374	0
7375	0
7376	0
7377	0
7378	0
7379	0
7380	0
7381	0
7382	0
7383	0
7384	0
7385	0
7386	0
7387	0
7388	0
7389	0
7390	0
7391	0
7392	0
7393	0
7394	0
7395	0
7396	0
7397	0
7398	0
7399	0
7400	0
7401	0
7402	0
7403	0
7404	0
7405	0
7406	0
7407	0
7408	0
7409	0
7410	0
7411	0
7412	0
7413	0
7414	0
7415	0
7416	0
7417	0
7418	0
7419	0
7420	0
7421	0
7422	0
7423	0
7424	0
7425	0
7426	0
7427	0
7428	0
7429	0
7430	0
7431	0
7432	0
7433	0
7434	0
7435	0
7436	0
7437	0
7438	0
7439	0
7440	0
7441	0
7442	0
7443	0
7444	0
7445	0
7446	0
7447	0
7448	0
7449	0
7450	0
7451	0
7452	0
7453	0
7454	0
7455	0
7456	0
7457	0
7458	0
7459	5
7460	5
7461	5
7462	5
7463	5
7464	5
7465	5
7466	5
7467	5
7468	5
7469	5
7470	5
7471	5
7472	5
7473	5
7474	5
7475	5
7476	5
7477	5
7478	5
7479	5
7480	5
7481	5
7482	5
7483	5
7484	5
7485	5
7486	5
7487	5
7488	5
7489	5
7490	5
7491	5
7492	5
7493	5
7494	5
7495	5
7496	5
7497	5
7498	5
7499	5
7500	5
7501	5
7502	5
7503	5
7504	5
7505	5
7506	5
7507	5
7508	5
7509	5
7510	5
7511	5
7512	5
7513	5
7514	5
7515	5
7516	5
7517	5
7518	5
7519	5
7520	5
7521	5
7522	5
7523	5
7524	5
7525	5
7526	5
7527	5
7528	5
7529	5
7530	5
7531	5
7532	5
7533	5
7534	5
7535	5
7536	5
7537	5
7538	5
7539	5
7540	5
7541	5
7542	5
7543	5
7544	5
7545	5
7546	5
7547	5
7548	5
7549	5
7550	5
7551	5
7552	5
7553	5
7554	5
7555	5
7556	5
7557	5
7558	5
7559	5
7560	5
7561	5
7562	5
7563	5
7564	5
7565	5
7566	5
7567	5
7568	5
7569	5
7570	5
7571	5
7572	5
7573	5
7574	5
7575	5
7576	5
7577	5
7578	5
7579	5
7580	5
7581	5
7582	5
7583	5
7584	5
7585	5
7586	5
7587	5
7588	5
7589	5
7590	5
7591	5
7592	5
7593	5
7594	5
7595	5
7596	5
7597	5
7598	5
7599	5
7600	5
7601	5
7602	5
7603	5
7604	5
7605	5
7606	5
7607	5
7608	5
7609	5
7610	5
7611	5
7612	5
7613	5
7614	5
7615	5
7616	5
7617	5
7618	5
7619	5
7620	5
7621	5
7622	5
7623	5
7624	5
7625	5
7626	5
7627	5
7628	5
7629	5
7630	5
7631	5
7632	5
7633	5
7634	5
7635	5
7636	5
7637	5
7638	-13
7639	-13
7640	-1
7641	-1
7642	-1
7643	-1
7644	-1
7645	-1
7646	-1
7647	-1
7648	-1
7649	-1
7650	-1
7651	-1
7652	-1
7653	-1
7654	-1
7655	-1
7656	-1
7657	-1
7658	-1
7659	-1
7660	-1
7661	-1
7662	-1
7663	-1
7664	-1
7665	-1
7666	-1
7667	-1
7668	-1
7669	-1
7670	-1
7671	-1
7672	-1
7673	-1
7674	-1
7675	-1
7676	-1
7677	-1
7678	-1
7679	-1
7680	-1
7681	-1
7682	-1
7683	-1
7684	-1
7685	-1
7686	-1
7687	-1
7688	-1
7689	-1
7690	-1
7691	-1
7692	-1
7693	-1
7694	-1
7695	-1
7696	-1
7697	-1
7698	-1
