x	nHPSseries
3853	-53.655
3854	79.691
3855	-79.299
3856	14.403
3857	-13.049
3858	44.336
3859	-42.069
3860	62.178
3861	-58.987
3862	39.985
3863	-35.868
3864	80.510
3865	-75.448
3866	4.458
3867	1.542
3868	102.241
3869	-95.766
3870	29.642
3871	-23.564
3872	56.193
3873	-50.189
3874	49.429
3875	-43.429
3876	20.438
3877	-14.429
3878	34.279
3879	-28.287
3880	47.116
3881	-41.137
3882	76.389
3883	-70.414
3884	100.753
3885	-94.753
3886	99.976
3887	-93.993
3888	71.631
3889	-65.648
3890	38.618
3891	-32.631
3892	57.152
3893	-51.143
3894	8.004
3895	-1.983
3896	28.677
3897	-22.693
3898	59.341
3899	-53.333
3900	36.859
3901	-30.863
3902	23.432
3903	-17.441
3904	83.798
3905	-77.798
3906	42.523
3907	-36.527
3908	55.960
3909	-49.960
3910	60.124
3911	-54.116
3912	88.730
3913	-82.730
3914	12.846
3915	-6.846
3916	46.999
3917	-40.999
3918	55.355
3919	-49.334
3920	82.124
3921	-76.124
3922	94.865
3923	-88.869
3924	11.893
3925	-5.893
3926	100.407
3927	-94.390
3928	64.224
3929	-58.224
3930	99.991
3931	-94.008
3932	56.881
3933	-50.881
3934	14.358
3935	-8.349
3936	102.540
3937	-96.540
3938	9.362
3939	-3.420
3940	95.596
3941	-90.337
3942	95.028
3943	-91.221
3944	94.754
3945	-93.298
3946	42.888
3947	-42.632
3948	8.488
3949	-9.457
3950	92.942
3951	-95.112
3952	89.817
3953	-93.166
3954	49.121
3955	-53.674
3956	12.797
3957	-18.579
3958	20.071
3959	-27.044
3960	8.191
3961	-16.348
3962	77.739
3963	-87.067
3964	44.901
3965	-55.458
3966	4.892
3967	-16.649
3968	27.439
3969	-39.846
3970	18.617
3971	-30.677
3972	92.432
3973	-104.436
3974	1.191
3975	-13.204
3976	13.489
3977	-25.469
3978	79.582
3979	-91.566
3980	42.399
3981	-54.399
3982	45.998
3983	-58.006
3984	31.377
3985	-43.348
3986	30.369
3987	-42.349
3988	66.693
3989	-78.693
3990	21.553
3991	-33.545
3992	43.890
3993	-55.911
3994	74.727
3995	-86.727
3996	9.131
3997	-21.135
3998	-4.571
3999	-7.425
4000	76.567
4001	-88.571
4002	90.672
4003	-102.680
4004	34.655
4005	-46.659
4006	2.175
4007	-14.175
4008	67.676
4009	-79.676
4010	78.105
4011	-90.105
4012	44.437
4013	-56.437
4014	74.939
4015	-86.939
4016	19.889
4017	-31.897
4018	50.419
4019	-62.419
4020	80.421
4021	-92.404
4022	36.656
4023	-48.656
4024	87.355
4025	-99.355
4026	-4.518
4027	-7.482
4028	53.997
4029	-65.989
4030	75.413
4031	-87.413
4032	88.248
4033	-100.235
4034	34.311
4035	-46.311
4036	44.915
4037	-56.944
4038	48.037
4039	-60.037
4040	47.462
4041	-59.444
4042	82.207
4043	-93.497
4044	8.204
4045	-18.525
4046	72.211
4047	-81.321
4048	28.322
4049	-37.140
4050	-0.034
4051	-8.175
4052	-0.351
4053	-7.463
4054	92.359
4055	-99.785
4056	24.270
4057	-31.287
4058	27.836
4059	-34.470
4060	7.575
4061	-13.801
4062	45.564
4063	-51.382
4064	72.219
4065	-77.632
4066	72.986
4067	-77.970
4068	72.386
4069	-76.979
4070	20.469
4071	-25.174
4072	28.795
4073	-34.577
4074	29.480
4075	-35.475
4076	35.587
4077	-41.583
4078	83.276
4079	-89.276
4080	45.932
4081	-51.945
4082	65.694
4083	-71.694
4084	16.501
4085	-22.501
4086	50.810
4087	-56.810
4088	61.725
4089	-67.725
4090	45.180
4091	-51.163
4092	10.318
4093	-16.318
4094	62.591
4095	-68.595
4096	23.384
4097	-29.384
4098	15.635
4099	-21.652
4100	86.853
4101	-92.853
4102	-2.510
4103	-3.465
4104	13.709
4105	-19.709
4106	18.538
4107	-24.525
4108	82.437
4109	-88.437
4110	27.434
4111	-33.443
4112	83.195
4113	-89.195
4114	12.259
4115	-18.255
4116	0.944
4117	-6.944
4118	18.169
4119	-24.169
4120	93.324
4121	-99.324
4122	95.795
4123	-101.774
4124	46.239
4125	-52.239
4126	20.308
4127	-26.295
4128	34.602
4129	-40.602
4130	48.569
4131	-54.569
4132	55.585
4133	-61.585
4134	35.065
4135	-41.065
4136	35.372
4137	-41.372
4138	39.447
4139	-45.447
4140	64.177
4141	-70.177
4142	34.088
4143	-40.088
4144	59.725
4145	-65.725
4146	64.909
4147	-69.834
4148	52.458
4149	-56.066
4150	25.553
4151	-28.861
4152	47.555
4153	-50.288
4154	53.066
4155	-55.391
4156	38.505
4157	-40.409
4158	51.639
4159	-53.134
4160	78.080
4161	-79.167
4162	97.800
4163	-98.495
4164	21.062
4165	-21.370
4166	51.847
4167	-51.763
4168	21.333
4169	-20.841
4170	82.031
4171	-81.156
4172	87.067
4173	-86.146
4174	67.950
4175	-67.799
4176	87.706
4177	-87.681
4178	50.811
4179	-50.794
4180	86.213
4181	-86.197
4182	75.664
4183	-75.655
4184	85.441
4185	-85.437
4186	3.153
4187	-3.178
4188	15.135
4189	-15.143
4190	26.268
4191	-26.272
4192	60.342
4193	-60.329
4194	82.563
4195	-82.563
4196	28.092
4197	-28.083
4198	82.250
4199	-82.250
4200	41.949
4201	-41.953
4202	72.507
4203	-72.507
4204	12.444
4205	-12.431
4206	47.304
4207	-47.304
4208	15.177
4209	-15.194
4210	88.430
4211	-88.430
4212	77.350
4213	-77.334
4214	72.837
4215	-72.837
4216	44.470
4217	-44.449
4218	29.154
4219	-29.154
4220	9.589
4221	-9.601
4222	69.866
4223	-69.866
4224	39.395
4225	-39.374
4226	99.784
4227	-99.784
4228	0.414
4229	-0.427
4230	92.292
4231	-92.292
4232	64.120
4233	-64.112
4234	81.053
4235	-81.053
4236	67.139
4237	-67.151
4238	21.870
4239	-21.870
4240	97.681
4241	-97.659
4242	33.437
4243	-32.913
4244	62.441
4245	-61.917
4246	51.676
4247	-51.152
4248	54.128
4249	-55.121
4250	58.419
4251	-61.713
4252	38.830
4253	-43.324
4254	82.854
4255	-89.769
4256	91.683
4257	-100.164
4258	42.294
4259	-52.397
4260	94.144
4261	-105.833
4262	-5.993
4263	-7.309
4264	56.606
4265	-71.496
4266	42.715
4267	-59.217
4268	48.552
4269	-66.671
4270	72.053
4271	-92.084
4272	42.254
4273	-64.933
4274	77.291
4275	-101.065
4276	83.355
4277	-107.396
4278	54.231
4279	-78.243
4280	14.456
4281	-38.460
4282	37.367
4283	-61.358
4284	18.972
4285	-42.951
4286	-0.946
4287	-23.070
4288	59.722
4289	-83.722
4290	-1.762
4291	-22.238
4292	55.515
4293	-79.490
4294	-5.035
4295	-18.978
4296	19.799
4297	-43.779
4298	62.383
4299	-86.363
4300	21.668
4301	-45.664
4302	76.223
4303	-100.227
4304	63.033
4305	-87.017
4306	36.538
4307	-60.521
4308	70.892
4309	-94.896
4310	68.049
4311	-92.049
4312	-9.454
4313	-14.534
4314	-3.396
4315	-20.604
4316	40.897
4317	-64.897
4318	60.778
4319	-84.778
4320	39.085
4321	-63.073
4322	86.181
4323	-110.181
4324	54.322
4325	-78.305
4326	-10.650
4327	-13.350
4328	48.661
4329	-72.653
4330	42.459
4331	-66.459
4332	74.262
4333	-98.241
4334	-2.237
4335	-21.763
4336	66.404
4337	-90.409
4338	54.269
4339	-78.269
4340	48.373
4341	-72.365
4342	71.096
4343	-95.096
4344	18.172
4345	-42.185
4346	-11.377
4347	-12.623
4348	2.208
4349	-26.221
4350	79.348
4351	-103.348
4352	25.272
4353	-49.284
4354	21.756
4355	-45.756
4356	87.270
4357	-111.266
4358	42.452
4359	-66.452
4360	67.230
4361	-89.310
4362	50.697
4363	-70.123
4364	-8.615
4365	-9.686
4366	-2.189
4367	-13.946
4368	2.895
4369	-17.546
4370	54.039
4371	-67.215
4372	26.105
4373	-37.831
4374	86.387
4375	-96.630
4376	14.010
4377	-22.799
4378	10.693
4379	-18.031
4380	74.537
4381	-80.405
4382	10.847
4383	-15.231
4384	63.986
4385	-66.917
4386	54.247
4387	-55.710
4388	74.311
4389	-75.158
4390	13.472
4391	-15.263
4392	82.114
4393	-84.114
4394	0.858
4395	-2.883
4396	13.240
4397	-15.244
4398	39.202
4399	-41.215
4400	13.078
4401	-15.103
4402	49.452
4403	-51.440
4404	84.189
4405	-86.185
4406	60.907
4407	-62.903
4408	24.501
4409	-26.493
4410	54.649
4411	-56.620
4412	37.163
4413	-39.159
4414	23.232
4415	-25.253
4416	85.334
4417	-87.326
4418	13.515
4419	-15.502
4420	92.319
4421	-94.339
4422	87.173
4423	-89.186
4424	22.822
4425	-24.847
4426	6.310
4427	-8.314
4428	17.594
4429	-19.602
4430	43.004
4431	-44.996
4432	63.857
4433	-65.841
4434	81.533
4435	-83.546
4436	88.803
4437	-90.828
4438	61.996
4439	-63.992
4440	63.604
4441	-65.596
4442	50.008
4443	-52.037
4444	64.337
4445	-66.396
4446	85.856
4447	-87.869
4448	28.969
4449	-30.994
4450	79.403
4451	-81.394
4452	54.971
4453	-56.955
4454	86.363
4455	-88.363
4456	97.769
4457	-99.769
4458	97.152
4459	-98.362
4460	82.382
4461	-83.344
4462	84.512
4463	-86.789
4464	33.745
4465	-36.309
4466	78.304
4467	-83.019
4468	36.294
4469	-41.334
4470	46.236
4471	-53.313
4472	35.170
4473	-43.460
4474	14.614
4475	-24.104
4476	8.315
4477	-18.988
4478	83.913
4479	-95.807
4480	-1.971
4481	-11.114
4482	90.416
4483	-104.706
4484	13.183
4485	-28.656
4486	56.371
4487	-73.435
4488	64.081
4489	-83.433
4490	48.323
4491	-68.330
4492	56.654
4493	-76.658
4494	63.753
4495	-83.753
4496	20.588
4497	-40.575
4498	45.156
4499	-65.148
4500	47.281
4501	-67.285
4502	1.583
4503	-21.575
4504	79.819
4505	-99.794
4506	23.763
4507	-43.763
4508	49.640
4509	-69.644
4510	29.021
4511	-49.030
4512	10.690
4513	-30.669
4514	45.337
4515	-65.350
4516	68.250
4517	-88.242
4518	8.459
4519	-28.434
4520	2.353
4521	-22.361
4522	54.883
4523	-74.888
4524	23.477
4525	-43.481
4526	81.961
4527	-101.944
4528	-4.818
4529	-15.182
4530	30.047
4531	-50.051
4532	22.120
4533	-42.120
4534	25.457
4535	-45.473
4536	-5.659
4537	-14.341
4538	60.204
4539	-80.187
4540	21.386
4541	-41.386
4542	17.614
4543	-37.626
4544	80.284
4545	-100.284
4546	-1.907
4547	-18.101
4548	9.212
4549	-29.212
4550	49.550
4551	-69.550
4552	6.277
4553	-26.277
4554	49.107
4555	-69.076
4556	67.117
4557	-86.067
4558	84.359
4559	-101.481
4560	32.711
4561	-47.073
4562	3.342
4563	-16.509
4564	-4.892
4565	-7.062
4566	-0.277
4567	-10.514
4568	32.908
4569	-42.479
4570	25.544
4571	-33.910
4572	64.494
4573	-71.644
4574	62.138
4575	-68.109
4576	15.805
4577	-20.563
4578	19.466
4579	-23.007
4580	91.445
4581	-93.820
4582	21.383
4583	-22.558
4584	32.863
4585	-33.592
4586	20.032
4587	-21.837
4588	58.181
4589	-60.168
4590	21.903
4591	-23.919
4592	55.878
4593	-57.869
4594	66.775
4595	-68.796
4596	6.460
4597	-8.435
4598	61.165
4599	-63.182
4600	77.164
4601	-79.189
4602	40.161
4603	-42.181
4604	12.786
4605	-14.815
4606	48.112
4607	-50.125
4608	67.790
4609	-69.807
4610	57.720
4611	-59.733
4612	22.934
4613	-24.921
4614	3.985
4615	-5.989
4616	9.764
4617	-11.759
4618	49.142
4619	-51.134
4620	30.913
4621	-32.909
4622	9.128
4623	-11.119
4624	14.009
4625	-16.013
4626	68.729
4627	-70.738
4628	48.652
4629	-50.660
4630	49.631
4631	-51.648
4632	24.237
4633	-26.232
4634	72.179
4635	-74.171
4636	87.314
4637	-89.301
4638	71.857
4639	-73.832
4640	39.654
4641	-41.637
4642	47.061
4643	-49.028
4644	71.736
4645	-73.744
4646	0.528
4647	-2.545
4648	31.693
4649	-33.685
4650	15.798
4651	-17.781
4652	9.087
4653	-11.100
4654	62.744
4655	-64.769
4656	43.795
4657	-45.824
4658	-0.120
4659	-1.938
4660	81.099
4661	-83.069
4662	63.211
4663	-65.153
4664	52.209
4665	-54.209
4666	53.796
4667	-55.796
4668	91.378
4669	-93.378
4670	69.866
4671	-71.866
4672	69.012
4673	-71.012
4674	3.382
4675	-5.382
4676	83.835
4677	-84.765
4678	73.435
4679	-73.729
4680	26.839
4681	-27.836
4682	84.065
4683	-86.225
4684	47.426
4685	-50.261
4686	37.286
4687	-41.313
4688	96.668
4689	-101.382
4690	84.645
4691	-90.539
4692	17.383
4693	-23.956
4694	-0.636
4695	-7.357
4696	68.500
4697	-77.448
4698	91.344
4699	-101.179
4700	44.161
4701	-54.958
4702	18.759
4703	-30.481
4704	63.503
4705	-76.621
4706	83.110
4707	-98.545
4708	46.491
4709	-62.491
4710	54.153
4711	-70.153
4712	82.906
4713	-98.923
4714	46.420
4715	-62.440
4716	74.030
4717	-90.030
4718	32.681
4719	-48.673
4720	76.927
4721	-92.919
4722	43.606
4723	-59.602
4724	8.381
4725	-24.381
4726	66.943
4727	-82.935
4728	83.884
4729	-99.900
4730	10.581
4731	-26.552
4732	90.282
4733	-106.265
4734	41.627
4735	-57.623
4736	3.376
4737	-19.376
4738	46.299
4739	-62.303
4740	-4.280
4741	-11.703
4742	32.766
4743	-48.753
4744	78.451
4745	-94.451
4746	21.990
4747	-37.982
4748	72.140
4749	-88.140
4750	86.336
4751	-102.315
4752	25.324
4753	-41.324
4754	63.931
4755	-79.922
4756	35.913
4757	-51.913
4758	55.526
4759	-71.518
4760	25.144
4761	-41.144
4762	-4.877
4763	-11.135
4764	85.029
4765	-101.029
4766	6.714
4767	-22.726
4768	57.227
4769	-73.227
4770	16.493
4771	-32.497
4772	3.634
4773	-19.634
4774	69.221
4775	-85.212
4776	43.167
4777	-59.167
4778	5.694
4779	-21.707
4780	7.265
4781	-23.265
4782	2.338
4783	-18.358
4784	35.994
4785	-51.994
4786	19.562
4787	-35.558
4788	-1.517
4789	-14.483
4790	47.805
4791	-63.805
4792	75.999
4793	-91.195
4794	78.159
4795	-92.490
4796	25.476
4797	-38.992
4798	64.413
4799	-78.029
4800	50.387
4801	-64.170
4802	74.405
4803	-88.267
4804	84.829
4805	-98.879
4806	4.774
4807	-18.924
4808	27.889
4809	-42.205
4810	53.938
4811	-68.350
4812	32.969
4813	-47.552
4814	-6.741
4815	-7.929
4816	29.778
4817	-44.628
4818	89.897
4819	-104.821
4820	24.292
4821	-39.408
4822	54.916
4823	-71.478
4824	69.236
4825	-87.236
4826	27.113
4827	-45.126
4828	15.968
4829	-33.968
4830	43.555
4831	-61.568
4832	11.574
4833	-29.574
4834	15.225
4835	-33.216
4836	59.700
4837	-77.700
4838	82.542
4839	-100.550
4840	35.129
4841	-53.129
4842	84.747
4843	-102.760
4844	-5.750
4845	-12.250
4846	74.775
4847	-92.775
4848	68.132
4849	-86.132
4850	56.839
4851	-74.847
4852	82.738
4853	-100.738
4854	-8.050
4855	-9.946
4856	54.144
4857	-72.144
4858	0.362
4859	-18.346
4860	69.539
4861	-87.539
4862	-0.547
4863	-17.437
4864	12.757
4865	-30.757
4866	42.956
4867	-60.952
4868	30.518
4869	-48.518
4870	74.599
4871	-92.574
4872	31.881
4873	-49.881
4874	22.083
4875	-40.079
4876	-8.343
4877	-9.657
4878	19.622
4879	-37.601
4880	48.785
4881	-66.785
4882	61.594
4883	-79.599
4884	77.335
4885	-95.335
4886	-3.605
4887	-14.416
4888	59.990
4889	-77.990
4890	62.400
4891	-80.400
4892	69.300
4893	-87.300
4894	23.019
4895	-41.011
4896	59.075
4897	-77.075
4898	60.353
4899	-78.357
4900	25.628
4901	-43.628
4902	56.753
4903	-74.753
4904	59.589
4905	-76.714
4906	38.981
4907	-54.768
4908	53.261
4909	-67.353
4910	90.894
4911	-104.161
4912	84.096
4913	-96.675
4914	40.613
4915	-52.555
4916	33.523
4917	-44.777
4918	12.118
4919	-22.701
4920	18.896
4921	-28.821
4922	10.385
4923	-19.673
4924	62.094
4925	-70.689
4926	45.026
4927	-52.946
4928	26.973
4929	-34.231
4930	27.915
4931	-34.486
4932	-0.069
4933	-6.485
4934	87.059
4935	-94.788
4936	72.075
4937	-80.067
4938	19.752
4939	-27.764
4940	44.403
4941	-52.415
4942	4.393
4943	-12.405
4944	95.583
4945	-103.562
4946	10.159
4947	-18.151
4948	-3.908
4949	-4.109
4950	8.261
4951	-16.257
4952	55.709
4953	-63.709
4954	62.021
4955	-70.021
4956	-3.397
4957	-4.603
4958	76.741
4959	-84.749
4960	26.612
4961	-34.628
4962	68.579
4963	-76.571
4964	30.196
4965	-38.179
4966	64.346
4967	-72.358
4968	39.961
4969	-47.986
4970	61.400
4971	-69.409
4972	42.521
4973	-50.538
4974	47.572
4975	-55.584
4976	16.807
4977	-24.832
4978	14.479
4979	-22.462
4980	51.033
4981	-59.000
4982	-1.104
4983	-6.892
4984	44.941
4985	-52.932
4986	40.377
4987	-48.382
4988	5.458
4989	-13.467
4990	59.940
4991	-67.928
4992	6.959
4993	-14.934
4994	0.469
4995	-8.482
4996	88.320
4997	-96.345
4998	82.870
4999	-90.874
5000	31.279
5001	-39.287
5002	69.258
5003	-77.270
5004	39.837
5005	-47.862
5006	14.334
5007	-22.359
5008	20.282
5009	-28.307
5010	44.779
5011	-52.804
5012	38.504
5013	-46.529
5014	56.273
5015	-64.298
5016	32.655
5017	-40.021
5018	54.605
5019	-60.526
5020	20.397
5021	-23.556
5022	84.942
5023	-86.339
5024	84.679
5025	-84.322
5026	4.349
5027	-2.279
5028	40.380
5029	-36.569
5030	28.937
5031	-23.418
5032	98.489
5033	-91.236
5034	27.818
5035	-18.836
5036	94.521
5037	-83.793
5038	11.383
5039	1.104
5040	28.421
5041	-14.226
5042	69.989
5043	-54.049
5044	62.684
5045	-45.443
5046	82.789
5047	-65.132
5048	108.124
5049	-90.164
5050	98.033
5051	-80.020
5052	18.343
5053	-0.327
5054	58.637
5055	-40.641
5056	36.024
5057	-18.008
5058	85.381
5059	-67.402
5060	65.091
5061	-47.078
5062	10.401
5063	7.603
5064	73.550
5065	-55.554
5066	89.225
5067	-71.225
5068	95.585
5069	-77.610
5070	63.872
5071	-45.872
5072	23.481
5073	-5.506
5074	51.051
5075	-33.047
5076	40.057
5077	-22.053
5078	47.800
5079	-29.804
5080	72.804
5081	-54.817
5082	62.229
5083	-44.250
5084	20.415
5085	-2.419
5086	102.193
5087	-84.193
5088	59.037
5089	-41.024
5090	107.397
5091	-89.397
5092	93.623
5093	-75.598
5094	56.260
5095	-38.260
5096	11.829
5097	6.176
5098	17.849
5099	0.151
5100	33.878
5101	-15.882
5102	12.970
5103	5.030
5104	95.988
5105	-78.000
5106	55.519
5107	-37.519
5108	37.453
5109	-19.470
5110	74.949
5111	-56.949
5112	27.390
5113	-9.381
5114	14.781
5115	3.219
5116	66.314
5117	-48.319
5118	20.421
5119	-2.421
5120	29.881
5121	-11.885
5122	50.193
5123	-32.193
5124	11.394
5125	6.606
5126	72.526
5127	-54.526
5128	84.128
5129	-67.429
5130	20.204
5131	-5.465
5132	62.313
5133	-49.249
5134	16.706
5135	-4.971
5136	85.952
5137	-75.575
5138	43.370
5139	-34.281
5140	91.855
5141	-84.116
5142	78.752
5143	-72.334
5144	86.531
5145	-81.455
5146	85.014
5147	-81.292
5148	60.959
5149	-58.562
5150	39.101
5151	-38.041
5152	55.599
5153	-55.885
5154	75.243
5155	-76.830
5156	64.372
5157	-66.725
5158	48.112
5159	-50.186
5160	70.909
5161	-72.905
5162	97.675
5163	-99.679
5164	69.038
5165	-71.038
5166	91.319
5167	-93.302
5168	21.367
5169	-23.359
5170	95.765
5171	-97.774
5172	67.407
5173	-69.428
5174	68.787
5175	-70.787
5176	35.137
5177	-37.112
5178	32.409
5179	-34.409
5180	31.494
5181	-33.474
5182	55.223
5183	-57.194
5184	4.291
5185	-6.304
5186	13.657
5187	-15.661
5188	13.912
5189	-15.916
5190	68.395
5191	-70.407
5192	98.581
5193	-100.564
5194	80.711
5195	-82.711
5196	17.726
5197	-19.730
5198	25.782
5199	-27.782
5200	51.641
5201	-53.612
5202	79.730
5203	-81.730
5204	-0.424
5205	-1.584
5206	4.950
5207	-6.950
5208	63.590
5209	-65.578
5210	57.997
5211	-59.997
5212	27.568
5213	-29.598
5214	40.347
5215	-42.347
5216	83.083
5217	-85.079
5218	17.485
5219	-19.485
5220	55.109
5221	-57.113
5222	47.074
5223	-49.074
5224	75.963
5225	-77.980
5226	2.747
5227	-4.747
5228	76.284
5229	-77.740
5230	72.788
5231	-73.003
5232	24.274
5233	-22.106
5234	96.918
5235	-93.287
5236	77.461
5237	-72.372
5238	64.580
5239	-58.044
5240	79.892
5241	-71.882
5242	97.932
5243	-88.434
5244	82.686
5245	-71.730
5246	13.927
5247	-1.517
5248	36.985
5249	-23.092
5250	91.608
5251	-76.240
5252	50.984
5253	-34.153
5254	86.847
5255	-68.571
5256	12.649
5257	6.728
5258	45.360
5259	-25.627
5260	40.986
5261	-21.025
5262	64.764
5263	-44.769
5264	79.460
5265	-59.455
5266	31.095
5267	-11.108
5268	80.804
5269	-60.809
5270	61.016
5271	-41.028
5272	109.591
5273	-89.595
5274	63.250
5275	-43.242
5276	49.915
5277	-29.903
5278	40.312
5279	-20.304
5280	90.714
5281	-70.734
5282	98.702
5283	-78.702
5284	56.440
5285	-36.415
5286	87.998
5287	-67.973
5288	55.293
5289	-35.289
5290	99.598
5291	-79.594
5292	11.914
5293	8.098
5294	24.624
5295	-4.649
5296	101.781
5297	-81.777
5298	81.882
5299	-61.882
5300	66.313
5301	-46.301
5302	106.304
5303	-86.304
5304	19.606
5305	0.369
5306	89.977
5307	-69.977
5308	28.158
5309	-8.174
5310	32.947
5311	-12.947
5312	79.962
5313	-59.971
5314	82.746
5315	-62.746
5316	58.369
5317	-38.390
5318	107.045
5319	-87.045
5320	103.829
5321	-83.833
5322	22.601
5323	-2.601
5324	23.936
5325	-3.927
5326	19.124
5327	0.876
5328	46.972
5329	-26.960
5330	17.834
5331	2.166
5332	18.652
5333	-0.398
5334	97.393
5335	-80.851
5336	99.079
5337	-82.550
5338	101.791
5339	-85.250
5340	84.322
5341	-67.781
5342	88.500
5343	-71.959
5344	41.723
5345	-25.165
5346	67.472
5347	-50.930
5348	30.201
5349	-13.656
5350	49.894
5351	-33.352
5352	55.254
5353	-38.712
5354	51.156
5355	-34.614
5356	51.574
5357	-35.037
5358	52.064
5359	-35.523
5360	21.292
5361	-3.976
5362	44.208
5363	-25.264
5364	13.364
5365	6.091
5366	15.928
5367	4.072
5368	50.302
5369	-30.302
5370	64.780
5371	-44.780
5372	11.837
5373	8.159
5374	19.009
5375	0.991
5376	96.499
5377	-76.520
5378	76.200
5379	-56.200
5380	70.727
5381	-50.736
5382	14.274
5383	5.726
5384	23.623
5385	-3.610
5386	61.146
5387	-41.146
5388	105.654
5389	-85.662
5390	60.640
5391	-40.640
5392	31.498
5393	-11.473
5394	86.943
5395	-66.943
5396	17.586
5397	2.410
5398	80.690
5399	-60.690
5400	74.249
5401	-54.249
5402	63.906
5403	-43.906
5404	45.062
5405	-25.045
5406	43.293
5407	-23.293
5408	100.156
5409	-80.147
5410	46.875
5411	-26.875
5412	38.955
5413	-18.976
5414	98.388
5415	-78.388
5416	29.104
5417	-9.108
5418	77.586
5419	-57.586
5420	91.369
5421	-71.399
5422	22.550
5423	-2.550
5424	67.480
5425	-47.468
5426	44.073
5427	-24.073
5428	70.369
5429	-50.398
5430	29.210
5431	-9.210
5432	90.817
5433	-70.838
5434	84.300
5435	-64.300
5436	90.180
5437	-70.193
5438	21.659
5439	-1.659
5440	77.241
5441	-57.216
5442	74.957
5443	-54.957
5444	50.975
5445	-30.963
5446	105.748
5447	-85.748
5448	80.499
5449	-60.507
5450	87.071
5451	-67.087
5452	95.386
5453	-76.905
5454	8.720
5455	8.241
5456	101.239
5457	-84.287
5458	22.880
5459	-5.919
5460	24.396
5461	-7.461
5462	92.535
5463	-75.574
5464	54.896
5465	-37.935
5466	33.783
5467	-16.823
5468	102.346
5469	-85.365
5470	97.024
5471	-80.063
5472	107.181
5473	-90.229
5474	10.485
5475	6.475
5476	81.809
5477	-64.848
5478	84.059
5479	-67.099
5480	99.112
5481	-81.489
5482	108.762
5483	-89.712
5484	56.440
5485	-36.915
5486	40.782
5487	-20.782
5488	11.493
5489	8.499
5490	58.913
5491	-38.913
5492	30.063
5493	-10.054
5494	43.272
5495	-23.272
5496	76.434
5497	-56.430
5498	18.690
5499	1.310
5500	24.702
5501	-4.707
5502	31.288
5503	-11.288
5504	48.355
5505	-28.363
5506	47.247
5507	-27.247
5508	86.849
5509	-66.849
5510	38.438
5511	-18.438
5512	25.857
5513	-5.861
5514	93.883
5515	-73.883
5516	103.499
5517	-83.470
5518	106.908
5519	-86.908
5520	86.396
5521	-66.400
5522	51.610
5523	-31.610
5524	104.225
5525	-84.238
5526	90.067
5527	-70.067
5528	38.836
5529	-18.853
5530	12.859
5531	7.141
5532	70.619
5533	-50.631
5534	85.190
5535	-65.190
5536	18.087
5537	1.917
5538	64.511
5539	-44.511
5540	70.713
5541	-50.709
5542	10.888
5543	9.112
5544	99.461
5545	-79.474
5546	80.569
5547	-60.569
5548	79.045
5549	-59.045
5550	74.447
5551	-54.447
5552	101.601
5553	-81.664
5554	76.893
5555	-57.711
5556	55.672
5557	-38.172
5558	87.318
5559	-72.656
5560	106.033
5561	-92.816
5562	36.904
5563	-25.158
5564	36.191
5565	-25.912
5566	92.091
5567	-83.278
5568	54.667
5569	-47.305
5570	66.014
5571	-60.160
5572	30.390
5573	-25.990
5574	31.980
5575	-29.047
5576	51.708
5577	-50.229
5578	82.793
5579	-82.755
5580	67.711
5581	-69.152
5582	8.481
5583	-10.785
5584	86.867
5585	-88.927
5586	68.737
5587	-70.767
5588	27.991
5589	-29.974
5590	53.415
5591	-55.428
5592	92.855
5593	-94.830
5594	41.150
5595	-43.146
5596	77.475
5597	-79.487
5598	50.045
5599	-52.066
5600	95.576
5601	-97.584
5602	11.271
5603	-13.263
5604	82.435
5605	-84.414
5606	25.626
5607	-27.643
5608	37.332
5609	-39.361
5610	5.624
5611	-7.620
5612	28.299
5613	-30.299
5614	60.482
5615	-62.482
5616	50.479
5617	-52.466
5618	39.158
5619	-41.150
5620	6.274
5621	-8.257
5622	4.869
5623	-6.835
5624	35.821
5625	-37.829
5626	69.599
5627	-71.615
5628	88.093
5629	-90.064
5630	96.688
5631	-98.629
5632	31.904
5633	-33.912
5634	23.056
5635	-25.072
5636	97.021
5637	-99.033
5638	97.939
5639	-99.964
5640	60.878
5641	-62.890
5642	37.512
5643	-39.537
5644	72.989
5645	-74.989
5646	22.730
5647	-24.730
5648	65.258
5649	-65.910
5650	47.882
5651	-47.833
5652	48.643
5653	-50.419
5654	77.605
5655	-79.631
5656	37.306
5657	-41.233
5658	73.764
5659	-77.957
5660	13.690
5661	-19.746
5662	43.897
5663	-50.215
5664	63.688
5665	-71.903
5666	34.648
5667	-43.883
5668	27.622
5669	-37.945
5670	92.030
5671	-103.415
5672	50.334
5673	-62.815
5674	70.170
5675	-83.701
5676	14.391
5677	-29.426
5678	57.088
5679	-74.499
5680	6.406
5681	-24.386
5682	61.126
5683	-79.114
5684	25.224
5685	-43.224
5686	14.362
5687	-32.345
5688	82.263
5689	-100.259
5690	42.364
5691	-60.373
5692	5.491
5693	-23.495
5694	36.080
5695	-54.075
5696	78.996
5697	-97.008
5698	61.362
5699	-79.379
5700	62.618
5701	-80.618
5702	26.817
5703	-44.826
5704	73.883
5705	-91.896
5706	8.854
5707	-26.858
5708	55.211
5709	-73.232
5710	45.654
5711	-63.666
5712	10.372
5713	-28.384
5714	63.066
5715	-81.071
